Anzeigen;ID;Einrichtung;Prio;Schlagworte;Zielgruppe;Träger;Kategorie;Beratungsmöglichkeiten;Sprachen;Barrierefreiheit;Über uns;Strasse;Hausnummer;Zusatz;PLZ;Bezirk;Stadtteil;Telefonnummer;EMail;Website;24 h/7 Tage;Montag;Dienstag;Mittwoch;Donnerstag;Freitag;Samstag;Sonntag;Art der Anmeldung;Weitere Öffnungszeiten;lat;long
1;563;Tuvan Vietnam Ambulanz;mittel;Angst & Zwänge, Menschen mit Migrationshintergrund;Menschen mit Migrationshintergrund;Evangelisches Krankenhaus Königin Elisabeth Herzberge;Klinik;Vor Ort in der Einrichtung;Vietnamesisch;Rollstuhlrechter Zugang,Rollstuhlgerechte Einrichtung;PIA CPC des Evangelisches Krankenhaus Königin Elisabeth Herzberge dient der ambulanten Behandlung von Menschen mit chronischen psychischen Erkrankungen. Die psychiatrische Behandlung und psychosoziale Beratung erfolgt stets mit muttersprachlicher vietnamesischer Sprachvermittlung.;Weissenseer Weg;111;0;10369;Lichtenberg;Fennpfuhl;030 5472-4350;tuvan-vietnam@keh-berlin.de;https://www.keh-berlin.de;nein;Geschlossen;15:00 - 18:30;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.5271477;13.4786556
1;Sen078;Wohnortnahe psychosoziale Beratung und Hilfen zur Selbsthilfe rheumakranker Menschen;hoch;Körperliche Erkrankungen, Kinder & Jugendliche, Senioren;Kinder & Jugendliche, Senioren;Deutsche Rheuma-Liga Berlin e. V.;IGPP Handlungsfeld Besondere Bedarfslagen;0;Deutsch;Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung;Wohnortnahe Beratung zu allen Themen, die sich bei rheumatischen Erkrankungen ergeben, unter anderem: ambulante und stationäre Versorgung und Bewegungsangebote, sozialrechtliche Themen, Selbsthilfemöglichkeiten, Themen rund um die Krankheitsbewältigung, Informationsveranstaltungen, ehrenamtliches Engagement;Mariendorfer Damm;161a;Hauptgeschäftsstelle;12107;Tempelhof-Schöneberg;0;030 322902950;beratung@rheuma-liga-berlin.de;https://rheuma-liga-berlin.de/;nein;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;"09:00 - 13:00; 14:00 - 17:00";Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;abweichend in den bezirklichen Treffpunkten und Beratungsstellen, auf Anfrage;52.43741;13.38862
1;575;XENION - Psychosoziale Hilfen für politisch Verfolgte e.V.;mittel;Traurigkeit & Verzweiflung,Beziehung zu anderen Menschen,Gewalterfahrung, Menschen mit Migrationshintergrund;Menschen mit Migrationshintergrund;XENION - Psychosoziale Hilfen für politisch Verfolgte e.V.;Sonstiges;Vor Ort in der Einrichtung;Deutsch,Arabisch,Bosnisch,Serbisch,Kroatisch,Englisch,Französisch,Kurdisch,Polnisch,Rumänisch,Russisch,Türkisch,Weitere Sprachen mit Sprachmittlung;0;XENION unterstützt Geflüchtete, die Gewalt und Traumata erfahren haben. Wir helfen mit Psychotherapie, Beratung zu Asyl- und Aufenthaltsrecht und Alltagsbegleitung.;Paulsenstraße;55;0;12163;Steglitz-Zehlendorf;Steglitz;030 880667322;info@xenion.org;https://www.xenion.org/;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.46051995;13.31065627
1;548;Zentrum ÜBERLEBEN gGmbH;hoch;Gewalterfahrung, Menschen mit Migrationshintergrund;Menschen mit Migrationshintergrund;Zentrum ÜBERLEBEN gGmbH;Sonstiges;Vor Ort in der Einrichtung, Telefonberatung ;Bosnisch, Serbisch, Kroatisch, Bulgarisch, Englisch, Französisch, Kurdisch, Polnisch, Rumänisch, Russisch, Türkisch, Farsi, Dari, Ukrainisch, Urdu, Hindi, Mandinka, Wolof, Albanisch, Sorani, Fila, Sousou;Rollstuhlgerechter Zugang;Unsere Arbeit hilft Menschen, die u.a. durch Folter, Krieg oder auf der Flucht unfassbares Leid erfahren haben, zu stabilisieren und ihnen neue Perspektiven zu eröffnen. Hierfür stehen folgende Angebote zu Verfügung: medizinische und psychologische Diagnostik, soziale Beratung und Unterstützung, medizinische und psychotherapeutische Behandlung (einzeln und in der Gruppe). Für die sprachliche Verständigung stehen Dolmetscher*innen zur Verfügung. Die Angebote richten sich an geflüchtete Menschen mit Kriegs-/Folter-/ und Verfolgungserfahrung, traumatisierte geflüchtete Menschen;Turmstraße;21;Haus K, Aufgang D, 3. OG;10559;Mitte;Moabit;030 3039060;mail@ueberleben.org;https://www.ueberleben.org/;nein;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch;Telefonsprechstunde Ambulante Abteilung für Erwachsene: Mittwochs 11:00 bis 12:00 Uhr Tel.: 030 3039060, Telefonsprechstunde Ambulante Abteilung für Kinder und Jugendliche: Mittwochs 12:00 bis 13:00 Uhr, Tel.: 030 30390611;52.526463;13.347993
0;Sen038;ZuV Zuverdienst und Beschäftigung;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Lebensnähe gGmbH;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung;Deutsch;0;0;Allee der Kosmonauten;67/69;1. OG;12681;Marzahn-Hellersdorf;0;030 5436982;zuv@lebensnaehe.de;http://lebensnaehe.de/2017/03/26/zuverdienst-und-beschaeftigung/;nein;Geschlossen;10:00 - 12:00;10:00 - 12:00;10:00 - 12:00;10:00 - 12:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.52794;13.54319
0;12;Zuverdienst;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Psychosoziale Initiative Moabit e.V.;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Englisch, Weitere Sprachen mit Sprachmittlung;Rollstuhlgerechter Zugang;Im Zuverdienst Moabit können Menschen mit psychischer Beeinträchtigung eine Beschäftigung finden und sich an Aufgaben und Arbeiten trauen, ohne den Druck eine bestimmte Leistung liefern zu müssen. Die Beschäftigung wird mit einer geringen Aufwandsentschädigung bezahlt. Es werden keine Papiere zur Beschäftigung benötigt und kann auch anonym stattfinden.;Waldstraße;7;0;10551;Mitte;Moabit;030 39875012;arbeit@waldstrasse7.de;https://www.waldstrasse7.de/;nein;09:00 - 15:00;09:00 - 15:00;09:00 - 15:00;09:00 - 15:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.52851;13.33119
0;18;Zuverdienst;mittel;Angst & Zwänge, Einsamkeit, Stimmen hören, Glücksspiel, Alkohol;0;Das fünfte Rad e.V.;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung;"Das Angebot des Zuverdienstbereiches richtet sich an Menschen, die den Anforderungen eines normalen Arbeitstages von mehr als 3 Stunden am Tag nicht gewachsen sind, aber dennoch einige Stunden tätig sein möchten. 
Wir produzieren Spielzeug und Deko-Artikel, dabei arbeiten wir mit dem Werkstoff Holz. Einfache Schleifarbeiten, welche an die Fähigkeiten der Besucher angepasst werden können, bilden den Hauptteil der Arbeit. Für geschickte Hände stehen weitere Arbeitsfelder zur Verfügung. Zur Motivation bekommen sie pro Stunde Anwesenheit / Tätigkeit 1,00 Euro Aufwandsentschädigung.";Köpenicker Straße;325;Haus 201;12555;Treptow-Köpenick;Köpenick;030 65763430;zuverdienst@das-fuenfte-rad-ev.de;https://www.das-fuenfte-rad-ev.de;nein;09:00 - 14:00;09:00 - 14:00;09:00 - 14:00;09:00 - 14:00;09:00 - 14:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.47009;13.55932
0;Sen070;Zuverdienst;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Lebenswelten e.V.;Psychiatrischer Zuverdienst;0;Deutsch;0;0;Knorrpromenade;2;0;10245;Friedrichshain-Kreuzberg;0;030 4275687;info@lebenswelten.de;https://www.lebenswelten.de/betreuung/zuverdienst/;nein;09:00 - 15:00;09:00 - 15:00;09:00 - 15:00;09:00 - 15:00;09:00 - 15:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.50886;13.4628
0;Sen040;Zuverdienst  Haushandwerk;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Pinel gGmbH;Psychiatrischer Zuverdienst;0;Deutsch;0;0;Wexstraße;2;0;10823;Tempelhof-Schöneberg;0;030 233216-850;schoeneberg@pinel.de;https://www.pinel.de/;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.47896;13.34272
0;Sen042;Zuverdienst  Wäscherei Mangelware;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Pinel gGmbH;Psychiatrischer Zuverdienst;0;Deutsch;0;Waschen, mangeln, Helden bügeln, legen, putzen. Viel Arbeit im Stehen, körperliche Belastungsfähigkeit, Fingerfertigkeit, Konzentrationsfähigkeit im Umgang mit Maschinen, Arbeit in der Gruppe.;Dominicusstraße;5;0;10823;Tempelhof-Schöneberg;0;030 233216-873;mangelware@pinel.de;https://www.pinel.de/dienstleistungen/waschereien/;nein;09:00 - 14:00;09:00 - 14:00;09:00 - 14:00;09:00 - 14:00;09:00 - 14:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.4842;13.3467
0;Sen041;Zuverdienst Kiosk im S-Bahnhof;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Pinel gGmbH;Psychiatrischer Zuverdienst;0;Deutsch;0;"Verkauf von Zeitungen und Zeitschriften, Kalendern, Tabakwaren mit Zubehör, Süßwaren und Getränken; Warenbestellung, Warenannahme, Rechnungsüberprüfung, Remissionen beantragen, Lagerlisten führen, Kassenführung, aufräumen, sauber machen, Kaffeemaschine pflegen.";Ebersstraße;67;0;10827;Tempelhof-Schöneberg;0;030 233216-850;s-bahnhof@pinel.de;https://www.pinel.de/;nein;Geschlossen;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.47921;13.35
0;84;Zuverdienst Kunst & Kekse;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;ajb Gmbh;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung;Deutsch, Englisch;Rollstuhlgerechter Zugang;Bei uns können sie wieder einen ersten Schritt in eine Beschäftigung machen. In den Bereichen Backen, Zeichnen, Holz, Textil und Upcycling bieten wir ihnen in einer ruhigen und spannungsfreien Atmosphäre eine Tagesstruktur von 2 bis 15 Std in der Woche, je nach ihren Möglichkeiten.;Wildenbruchstraße;82;Ladengeschäft;12045;Neukölln;Neukölln;030 30605065;kunstundkekse@ajb-berlin.de;https://www.ajb-berlin.de;nein;10:00 - 16:00;09:00 - 15:00;09:00 - 17:00;09:00 - 16:00;10:00 - 13:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.48366;13.44251
0;Sen071;Zuverdienst Mittendrin leben e.V.;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;MITTENDRIN leben e.V.;Psychiatrischer Zuverdienst;0;Deutsch;0;0;Hellersdorfer Promenade;19;0;12627;Marzahn-Hellersdorf;0;030 9988160;info@ev-mittendrin.de;https://www.ev-mittendrin.de/zuverdienst/;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.5412;13.60629
0;Sen072;Zuverdienst Pankow Buch;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Albatros gGmbH;Psychiatrischer Zuverdienst;0;Deutsch;0;0;Alt-Buch;51;0;13125;Pankow;0;030 94114136;zv.pankow@albatrosggmbh.de;https://www.albatrosggmbh.de/eingliederungshilfen/zuverdienste/zuverdienst-pankow/bereiche-in-buch.html;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch;;52.63609;13.50129
0;Sen073;Zuverdienst Pankow im Beratungshaus Buch;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Albatros gGmbH;Psychiatrischer Zuverdienst;0;Deutsch;0;0;Franz-Schmidt Straße;8-10;0;13125;Pankow;0;030 28473575;zv.pankow@albatrosggmbh.de;https://www.albatrosggmbh.de/eingliederungshilfen/zuverdienste/zuverdienst-pankow/bereiche-in-buch.html;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch;;52.63267;13.49548
0;Sen074;Zuverdienst Pankow Siegfriedstraße;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Albatros gGmbH;Psychiatrischer Zuverdienst;0;Deutsch;0;0;Siegfriedstraße;14;0;13156;Pankow;0;030 70717890;zv.pankow@albatrosggmbh.de;https://www.albatrosggmbh.de/eingliederungshilfen/zuverdienste/zuverdienst-pankow/bereiche-siegfriedstr.html;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch;;52.58147;13.41174
0;449;Zuverdienst Spandau;mittel;Angst & Zwänge, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Alkohol;0;FID Freundeskreis Integrative Dienste gGmbH;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Englisch;Rollstuhlrechter Zugang;"Zielgruppe sind Menschen mit psychischen- und/oder Suchterkrankungen.
Aufgabe ist die Schaffung einer Tagesstruktur, sozialer Interaktion sowie die Bereitstellung einer arbeitsähnlichen, sinnstiftenden Tätigkeit in unterschiedlichen Bereichen für maximal 16 Stunden pro Woche. Die Menschen erhalten eine Motivationszuwendung.";Pichelsdorfer Straße;133;0;13595;Spandau;Wilhelmstadt;030 3330126;info@zuverdienst-spandau.de;https://www.zuverdienst-spandau.de;nein;08:30 - 15:00;08:30 - 15:00;08:30 - 15:00;08:30 - 15:00;10:00 - 15:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch;;52.52681;13.19593
0;Sen039;Zuverdienstprojekt Wäscherei/Gebäudereinigung/Garten;mittel;Angst & Zwänge, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Drogen, Alkohol;0;Pinel gGmbH;Psychiatrischer Zuverdienst;0;Deutsch;0;0;Güntzelstraße;4;0;10717;Charlottenburg-Wilmersdorf;Wilmersdorf;030 233216-974;zuverdienst.koordination@pinel.de;https://www.pinel.de/dienstleistungen/waschereien/;nein;09:00 - 11:00;09:00 - 11:00;Geschlossen;09:00 - 11:00;09:00 - 11:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.49085;13.3346
0;Sen095;"Zuverdienstprojekt
„Kinderkram“";mittel;Angst & Zwänge, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;ajb gmbh;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung;Deutsch;0;0;Thomas-Müntzer-Straße;6;0;12489;Treptow-Köpenick;0;030 6711715;zv.kinderkram@ajb-berlin.de;https://ajb-berlin.de/angebote/zuverdienst-treptow-koepenick-kinderkram/;nein;10:00 - 18:00;10:00 - 16:00;10:00 - 18:00;10:00 - 18:00;10:00 - 13:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.43634;13.54526
0;300;Zuverdienstwerkstatt Neukölln;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Unionhilfswerk Sozialeinrichtungen gGmbH;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Englisch;Rollstuhlrechter Zugang;Die Zuverdienstwerkstatt Neukölln bietet Menschen mit psychischen Erkrankungen verschiedene Beschäftigungsmöglichkeiten: Textilwerkstatt, Holzwerkstatt, Botengänge, Reinigungsdienst, Lettershop, Büroarbeiten, Verkauf. Vorerfahrungen sind in der Regel nicht erforderlich, der Zugang zur Beschäftigung ist niederschwellig;Donaustraße;83;2. HH, 3. OG;12043;Neukölln;Neukölln;030 68894690;zvw@nk.unionhilfswerk.de;https://www.unionhilfswerk.de/angebote/psychiatrische-begleitung/zuverdienstwerkstatt/;nein;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;09:00 - 13:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.47892;13.44178
#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!
#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!
#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!
#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
